Date,Weekday,Time,Program,Program_Sheet,Time_Slot,Rating,Cleaned_Series_Name
2024-10-01,二,,你也有今天  (第 13 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.14,你也有今天
2024-10-01,二,,你也有今天  (第 14 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.0,你也有今天
2024-10-01,二,,網路很忙  (第 17 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.05,網路很忙
2024-10-01,二,,網路很忙  (第 18 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.0,網路很忙
2024-10-01,二,,我的小確幸 首播 (第 7 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.01,我的小確幸 首播
2024-10-01,二,,我的小確幸 首播 (第 8 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.02,我的小確幸 首播
2024-10-01,二,,蠟筆小新  (第 391 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.0,蠟筆小新
2024-10-01,二,,蠟筆小新  (第 392 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.15,蠟筆小新
2024-10-01,二,,你也有今天 首播 (第 15 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.16000000000000003,你也有今天 首播
2024-10-01,二,,你也有今天 首播 (第 16 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.47,你也有今天 首播
2024-10-01,二,,長相思 第二季  (第 11 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.63,長相思 第二季
2024-10-01,二,,長相思 第二季  (第 12 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,1.04,長相思 第二季
2024-10-01,二,,軍師聯盟2虎嘯龍吟  (第 41 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,1.3000000000000003,軍師聯盟2虎嘯龍吟
2024-10-01,二,,軍師聯盟2虎嘯龍吟  (第 42 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,1.5999999999999999,軍師聯盟2虎嘯龍吟
2024-10-01,二,,長相思 第二季  (第 11 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,1.1700000000000004,長相思 第二季
2024-10-01,二,,長相思 第二季  (第 12 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,1.2000000000000002,長相思 第二季
2024-10-01,二,,知否知否應是綠肥紅瘦  (第 9 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,1.32,知否知否應是綠肥紅瘦
2024-10-01,二,,知否知否應是綠肥紅瘦  (第 10 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,1.5500000000000005,知否知否應是綠肥紅瘦
2024-10-01,二,,蠟筆小新  (第 393 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,1.4100000000000001,蠟筆小新
2024-10-01,二,,蠟筆小新  (第 394 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,1.7000000000000002,蠟筆小新
2024-10-01,二,,蠟筆小新  (第 395 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,2.37,蠟筆小新
2024-10-01,二,,蠟筆小新  (第 396 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,2.9100000000000006,蠟筆小新
2024-10-01,二,,長相思 第二季 首播 (第 13 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,3.1600000000000006,長相思 第二季 首播
2024-10-01,二,,長相思 第二季 首播 (第 14 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,3.7,長相思 第二季 首播
2024-10-01,二,,醫師好辣  (第 209 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,1.7500000000000002,醫師好辣
2024-10-01,二,,知否知否應是綠肥紅瘦  (第 11 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,1.1300000000000001,知否知否應是綠肥紅瘦
2024-10-01,二,,知否知否應是綠肥紅瘦  (第 12 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,1.1000000000000003,知否知否應是綠肥紅瘦
2024-10-02,三,,你也有今天  (第 15 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.22000000000000003,你也有今天
2024-10-02,三,,你也有今天  (第 16 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.13,你也有今天
2024-10-02,三,,網路很忙  (第 19 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.15000000000000002,網路很忙
2024-10-02,三,,網路很忙  (第 20 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.1,網路很忙
2024-10-02,三,,我的小確幸 首播 (第 9 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.02,我的小確幸 首播
2024-10-02,三,,我的小確幸 首播 (第 10 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.060000000000000005,我的小確幸 首播
2024-10-02,三,,蠟筆小新  (第 395 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.03,蠟筆小新
2024-10-02,三,,蠟筆小新  (第 396 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.15000000000000002,蠟筆小新
2024-10-02,三,,你也有今天 首播 (第 17 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.66,你也有今天 首播
2024-10-02,三,,你也有今天 首播 (第 18 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,1.1800000000000002,你也有今天 首播
2024-10-02,三,,長相思 第二季  (第 13 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,1.24,長相思 第二季
2024-10-02,三,,長相思 第二季  (第 14 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,1.4500000000000002,長相思 第二季
2024-10-02,三,,軍師聯盟2虎嘯龍吟  (第 43 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,1.71,軍師聯盟2虎嘯龍吟
2024-10-02,三,,軍師聯盟2虎嘯龍吟(完)  (第 44 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,2.21,軍師聯盟2虎嘯龍吟
2024-10-02,三,,長相思 第二季  (第 13 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,2.3600000000000003,長相思 第二季
2024-10-02,三,,長相思 第二季  (第 14 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,2.9299999999999997,長相思 第二季
2024-10-02,三,,知否知否應是綠肥紅瘦  (第 11 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,3.43,知否知否應是綠肥紅瘦
2024-10-02,三,,知否知否應是綠肥紅瘦  (第 12 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,3.88,知否知否應是綠肥紅瘦
2024-10-02,三,,蠟筆小新  (第 397 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,3.2799999999999994,蠟筆小新
2024-10-02,三,,蠟筆小新  (第 398 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,3.88,蠟筆小新
2024-10-02,三,,蠟筆小新  (第 399 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,4.13,蠟筆小新
2024-10-02,三,,蠟筆小新  (第 400 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,3.76,蠟筆小新
2024-10-02,三,,長相思 第二季 首播 (第 15 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,4.609999999999999,長相思 第二季 首播
2024-10-02,三,,長相思 第二季 首播 (第 16 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,5.410000000000001,長相思 第二季 首播
2024-10-02,三,,醫師好辣  (第 210 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,2.8,醫師好辣
2024-10-02,三,,知否知否應是綠肥紅瘦  (第 13 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,1.9200000000000004,知否知否應是綠肥紅瘦
2024-10-02,三,,知否知否應是綠肥紅瘦  (第 14 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,1.8900000000000001,知否知否應是綠肥紅瘦
2024-10-03,四,,你也有今天  (第 17 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.37,你也有今天
2024-10-03,四,,你也有今天  (第 18 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.17000000000000004,你也有今天
2024-10-03,四,,網路很忙  (第 21 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.04,網路很忙
2024-10-03,四,,網路很忙  (第 22 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.0,網路很忙
2024-10-03,四,,我的小確幸 首播 (第 11 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.03,我的小確幸 首播
2024-10-03,四,,我的小確幸 首播 (第 12 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.05,我的小確幸 首播
2024-10-03,四,,蠟筆小新  (第 399 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.08999999999999998,蠟筆小新
2024-10-03,四,,蠟筆小新  (第 400 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.30000000000000004,蠟筆小新
2024-10-03,四,,你也有今天 首播 (第 19 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.7200000000000002,你也有今天 首播
2024-10-03,四,,你也有今天 首播 (第 20 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,1.1400000000000001,你也有今天 首播
2024-10-03,四,,長相思 第二季  (第 15 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,1.9500000000000002,長相思 第二季
2024-10-03,四,,長相思 第二季  (第 16 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,2.2399999999999998,長相思 第二季
2024-10-03,四,,恩愛兩不疑 首播 (第 1 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,2.1400000000000006,恩愛兩不疑 首播
2024-10-03,四,,恩愛兩不疑 首播 (第 2 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,1.7200000000000004,恩愛兩不疑 首播
2024-10-03,四,,長相思 第二季  (第 15 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,2.1799999999999997,長相思 第二季
2024-10-03,四,,長相思 第二季  (第 16 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,2.19,長相思 第二季
2024-10-03,四,,知否知否應是綠肥紅瘦  (第 13 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,2.04,知否知否應是綠肥紅瘦
2024-10-03,四,,知否知否應是綠肥紅瘦  (第 14 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,2.9900000000000007,知否知否應是綠肥紅瘦
2024-10-03,四,,蠟筆小新  (第 401 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,3.2500000000000004,蠟筆小新
2024-10-03,四,,蠟筆小新  (第 402 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,3.9099999999999997,蠟筆小新
2024-10-03,四,,蠟筆小新  (第 403 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,4.890000000000001,蠟筆小新
2024-10-03,四,,蠟筆小新  (第 468 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,5.319999999999999,蠟筆小新
2024-10-03,四,,長相思 第二季 首播 (第 17 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,4.52,長相思 第二季 首播
2024-10-03,四,,長相思 第二季 首播 (第 18 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,5.1800000000000015,長相思 第二季 首播
2024-10-03,四,,醫師好辣 首播 (第 329 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,2.0200000000000005,醫師好辣 首播
2024-10-03,四,,知否知否應是綠肥紅瘦  (第 15 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,2.1000000000000005,知否知否應是綠肥紅瘦
2024-10-03,四,,知否知否應是綠肥紅瘦  (第 16 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,1.6300000000000001,知否知否應是綠肥紅瘦
2024-10-04,五,,你也有今天  (第 19 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.6800000000000002,你也有今天
2024-10-04,五,,你也有今天  (第 20 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.3000000000000001,你也有今天
2024-10-04,五,,網路很忙  (第 23 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.03,網路很忙
2024-10-04,五,,網路很忙  (第 24 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.0,網路很忙
2024-10-04,五,,我的小確幸 首播 (第 13 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.0,我的小確幸 首播
2024-10-04,五,,我的小確幸 首播 (第 14 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.12,我的小確幸 首播
2024-10-04,五,,蠟筆小新  (第 403 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.02,蠟筆小新
2024-10-04,五,,蠟筆小新  (第 468 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.30000000000000004,蠟筆小新
2024-10-04,五,,你也有今天 首播 (第 21 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.6300000000000001,你也有今天 首播
2024-10-04,五,,你也有今天 首播 (第 22 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,1.1300000000000001,你也有今天 首播
2024-10-04,五,,長相思 第二季  (第 17 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,1.36,長相思 第二季
2024-10-04,五,,長相思 第二季  (第 18 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,1.94,長相思 第二季
2024-10-04,五,,恩愛兩不疑 首播 (第 3 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,1.3900000000000003,恩愛兩不疑 首播
2024-10-04,五,,恩愛兩不疑 首播 (第 4 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,1.6000000000000003,恩愛兩不疑 首播
2024-10-04,五,,長相思 第二季  (第 17 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,2.25,長相思 第二季
2024-10-04,五,,長相思 第二季  (第 18 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,2.2800000000000002,長相思 第二季
2024-10-04,五,,知否知否應是綠肥紅瘦  (第 15 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,3.1,知否知否應是綠肥紅瘦
2024-10-04,五,,知否知否應是綠肥紅瘦  (第 16 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,3.06,知否知否應是綠肥紅瘦
2024-10-04,五,,蠟筆小新  (第 469 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,2.7100000000000004,蠟筆小新
2024-10-04,五,,蠟筆小新  (第 470 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,3.99,蠟筆小新
2024-10-04,五,,蠟筆小新  (第 471 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,4.74,蠟筆小新
2024-10-04,五,,蠟筆小新  (第 472 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,4.85,蠟筆小新
2024-10-04,五,,長相思 第二季 首播 (第 19 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,4.48,長相思 第二季 首播
2024-10-04,五,,長相思 第二季 首播 (第 20 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,6.04,長相思 第二季 首播
2024-10-04,五,,醫師好辣 首播 (第 330 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,2.27,醫師好辣 首播
2024-10-04,五,,知否知否應是綠肥紅瘦  (第 17 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,2.1500000000000004,知否知否應是綠肥紅瘦
2024-10-04,五,,知否知否應是綠肥紅瘦  (第 18 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,2.45,知否知否應是綠肥紅瘦
2024-10-05,六,,蠟筆小新  (第 74 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.7100000000000002,蠟筆小新
2024-10-05,六,,蠟筆小新  (第 75 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.27,蠟筆小新
2024-10-05,六,,蠟筆小新  (第 76 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.13,蠟筆小新
2024-10-05,六,,蠟筆小新  (第 77 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.03,蠟筆小新
2024-10-05,六,,延禧攻略  (第 66 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.26,延禧攻略
2024-10-05,六,,延禧攻略  (第 67 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.31000000000000005,延禧攻略
2024-10-05,六,,延禧攻略  (第 68 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.23999999999999996,延禧攻略
2024-10-05,六,,延禧攻略  (第 69 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.48000000000000004,延禧攻略
2024-10-05,六,,延禧攻略(完)  (第 70 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.55,延禧攻略
2024-10-05,六,,蠟筆小新  (第 74 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.38000000000000006,蠟筆小新
2024-10-05,六,,蠟筆小新  (第 75 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.6900000000000002,蠟筆小新
2024-10-05,六,,蠟筆小新  (第 76 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,1.08,蠟筆小新
2024-10-05,六,,蠟筆小新  (第 77 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,1.5100000000000002,蠟筆小新
2024-10-05,六,,延禧攻略  (第 66 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,2.3400000000000003,延禧攻略
2024-10-05,六,,延禧攻略  (第 67 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,3.62,延禧攻略
2024-10-05,六,,延禧攻略  (第 68 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,4.05,延禧攻略
2024-10-05,六,,延禧攻略  (第 69 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,4.7299999999999995,延禧攻略
2024-10-05,六,,延禧攻略(完)  (第 70 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,5.77,延禧攻略
2024-10-05,六,,蠟筆小新  (第 74 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,2.23,蠟筆小新
2024-10-05,六,,蠟筆小新  (第 75 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,2.12,蠟筆小新
2024-10-05,六,,蠟筆小新  (第 76 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,2.2199999999999998,蠟筆小新
2024-10-05,六,,蠟筆小新  (第 77 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,2.46,蠟筆小新
2024-10-05,六,,蠟筆小新大電影-小白的屁屁炸彈  (第 19 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,2.8199999999999994,蠟筆小新大電影-小白的屁屁炸彈
2024-10-05,六,,延禧攻略  (第 66 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,4.41,延禧攻略
2024-10-05,六,,延禧攻略  (第 67 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,6.000000000000001,延禧攻略
2024-10-05,六,,延禧攻略  (第 68 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,6.359999999999999,延禧攻略
2024-10-05,六,,延禧攻略  (第 69 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,6.630000000000001,延禧攻略
2024-10-05,六,,延禧攻略(完)  (第 70 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,5.75,延禧攻略
2024-10-05,六,,蠟筆小新  (第 76 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,1.1,蠟筆小新
2024-10-05,六,,蠟筆小新  (第 77 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.53,蠟筆小新
2024-10-06,日,,蠟筆小新  (第 78 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.35000000000000003,蠟筆小新
2024-10-06,日,,蠟筆小新  (第 79 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.16000000000000003,蠟筆小新
2024-10-06,日,,蠟筆小新  (第 80 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.13,蠟筆小新
2024-10-06,日,,蠟筆小新  (第 81 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.09999999999999999,蠟筆小新
2024-10-06,日,,星漢燦爛  (第 1 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.21000000000000002,星漢燦爛
2024-10-06,日,,星漢燦爛  (第 2 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.22000000000000003,星漢燦爛
2024-10-06,日,,星漢燦爛  (第 3 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.28,星漢燦爛
2024-10-06,日,,星漢燦爛  (第 4 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.25000000000000006,星漢燦爛
2024-10-06,日,,星漢燦爛  (第 5 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.31,星漢燦爛
2024-10-06,日,,蠟筆小新  (第 78 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.36,蠟筆小新
2024-10-06,日,,蠟筆小新  (第 79 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.5099999999999999,蠟筆小新
2024-10-06,日,,蠟筆小新  (第 80 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,0.8400000000000002,蠟筆小新
2024-10-06,日,,蠟筆小新  (第 81 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,1.11,蠟筆小新
2024-10-06,日,,星漢燦爛  (第 1 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,2.09,星漢燦爛
2024-10-06,日,,星漢燦爛  (第 2 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,2.6,星漢燦爛
2024-10-06,日,,星漢燦爛  (第 3 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,2.6399999999999997,星漢燦爛
2024-10-06,日,,星漢燦爛  (第 4 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,3.11,星漢燦爛
2024-10-06,日,,星漢燦爛  (第 5 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,3.8300000000000005,星漢燦爛
2024-10-06,日,,蠟筆小新  (第 78 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,2.710000000000001,蠟筆小新
2024-10-06,日,,蠟筆小新  (第 79 集)(普),2024年10月綜合台尼爾森分時收視資料.xlsx:尼爾森各節目年齡層收視率,,3.61,蠟筆小新
