Date,Weekday,Time,Program,Program_Sheet,Time_Slot,Rating
2024-08-09,五,19:00:00,長相思S1#19,0805-0901,19:00~19:15,0.32545594
2024-08-09,五,20:00:00,長相思S1#20,0805-0901,20:00~20:15,0.44363135
2024-08-09,五,21:00:00,小姐不熙娣#12,0805-0901,21:00~21:15,0.1795217
2024-08-09,五,22:00:00,長相思S1#19,0805-0901,22:00~22:15,0.1218183
2024-08-09,五,23:00:00,長相思S1#20,0805-0901,23:00~23:15,0.10680958
2024-08-10,六,00:00:00,烏鴉小姐與蜥蜴先生#13,0805-0901,00:00~00:15,0.04641717
2024-08-10,六,01:00:00,烏鴉小姐與蜥蜴先生#14,0805-0901,01:00~01:15,0.02798147
2024-08-10,六,02:00:00,蒼蘭訣#24,0805-0901,02:00~02:15,0.01828997
2024-08-10,六,03:00:00,蒼蘭訣#25,0805-0901,03:00~03:15,0.01756128
2024-08-10,六,04:00:00,蒼蘭訣#26,0805-0901,04:00~04:15,0.0182171
2024-08-10,六,05:00:00,蒼蘭訣#27,0805-0901,05:00~05:15,0.02011168
2024-08-10,六,06:00:00,蒼蘭訣#28,0805-0901,06:00~06:15,0.02732565
2024-08-10,六,07:00:00,蠟筆小新#519,0805-0901,07:00~07:15,0.03985901
2024-08-10,六,07:30:00,蠟筆小新#520,0805-0901,07:30~07:45,0.05756604
2024-08-10,六,08:00:00,蠟筆小新#521,0805-0901,08:00~08:15,0.08030098
2024-08-10,六,08:30:00,蠟筆小新#522,0805-0901,08:30~08:45,0.11265454
2024-08-10,六,09:00:00,蒼蘭訣#24,0805-0901,09:00~09:15,0.10332739
2024-08-10,六,10:00:00,蒼蘭訣#25,0805-0901,10:00~10:15,0.13925151
2024-08-10,六,11:00:00,蒼蘭訣#26,0805-0901,11:00~11:15,0.17131361
2024-08-10,六,12:00:00,蒼蘭訣#27,0805-0901,12:00~12:15,0.1653384
2024-08-10,六,13:00:00,蒼蘭訣#28,0805-0901,13:00~13:15,0.17145934
2024-08-10,六,14:00:00,蠟筆小新#519,0805-0901,14:00~14:15,0.15440814
2024-08-10,六,14:30:00,蠟筆小新#520,0805-0901,14:30~14:45,0.16701437
2024-08-10,六,15:00:00,蠟筆小新#521,0805-0901,15:00~15:15,0.19944081
2024-08-10,六,15:30:00,蠟筆小新#522,0805-0901,15:30~15:45,0.22115559
2024-08-10,六,16:00:00,哆啦A夢2016大電影:新大雄的日本誕生,0805-0901,16:00~16:15,0.22370598
2024-08-10,六,18:00:00,蒼蘭訣#24,0805-0901,18:00~18:15,0.17466555
2024-08-10,六,19:00:00,蒼蘭訣#25,0805-0901,19:00~19:15,0.14938022
2024-08-10,六,20:00:00,蒼蘭訣#26,0805-0901,20:00~20:15,0.19142528
2024-08-10,六,21:00:00,蒼蘭訣#27,0805-0901,21:00~21:15,0.16373529
2024-08-10,六,22:00:00,蒼蘭訣#28,0805-0901,22:00~22:15,0.12504217
2024-08-10,六,23:00:00,蠟筆小新#521,0805-0901,23:00~23:15,0.06222961
2024-08-10,六,23:30:00,蠟筆小新#522,0805-0901,23:30~23:45,0.05589006
2024-08-11,日,00:00:00,烏鴉小姐與蜥蜴先生#15,0805-0901,00:00~00:15,0.0403023
2024-08-11,日,01:00:00,烏鴉小姐與蜥蜴先生#16,0805-0901,01:00~01:15,0.03060934
2024-08-11,日,02:00:00,蒼蘭訣#28,0805-0901,02:00~02:15,0.02281125
2024-08-11,日,03:00:00,蒼蘭訣#29,0805-0901,03:00~03:15,0.02106214
2024-08-11,日,04:00:00,蒼蘭訣#30,0805-0901,04:00~04:15,0.01778257
2024-08-11,日,05:00:00,蒼蘭訣#31,0805-0901,05:00~05:15,0.02011471
2024-08-11,日,06:00:00,蒼蘭訣#32,0805-0901,06:00~06:15,0.02740265
2024-08-11,日,07:00:00,蠟筆小新#523,0805-0901,07:00~07:15,0.03826168
2024-08-11,日,07:30:00,蠟筆小新#524,0805-0901,07:30~07:45,0.05159861
2024-08-11,日,08:00:00,蠟筆小新#525,0805-0901,08:00~08:15,0.07470138
2024-08-11,日,08:30:00,蠟筆小新#526,0805-0901,08:30~08:45,0.10013628
2024-08-11,日,09:00:00,蒼蘭訣#28,0805-0901,09:00~09:15,0.08541465
2024-08-11,日,10:00:00,蒼蘭訣#29,0805-0901,10:00~10:15,0.1241136
2024-08-11,日,11:00:00,蒼蘭訣#30,0805-0901,11:00~11:15,0.14932987
2024-08-11,日,12:00:00,蒼蘭訣#31,0805-0901,12:00~12:15,0.17527494
2024-08-11,日,13:00:00,蒼蘭訣#32,0805-0901,13:00~13:15,0.20785203
2024-08-11,日,14:00:00,蠟筆小新#523,0805-0901,14:00~14:15,0.16805988
2024-08-11,日,14:30:00,蠟筆小新#524,0805-0901,14:30~14:45,0.1821256
2024-08-11,日,15:00:00,蠟筆小新#525,0805-0901,15:00~15:15,0.22293806
2024-08-11,日,15:30:00,蠟筆小新#526,0805-0901,15:30~15:45,0.244729
2024-08-11,日,16:00:00,哆啦A夢2017大電影:大雄的南極冰天雪地大冒險,0805-0901,16:00~16:15,0.23430724
2024-08-11,日,18:00:00,蒼蘭訣#28,0805-0901,18:00~18:15,0.172214
2024-08-11,日,19:00:00,蒼蘭訣#29,0805-0901,19:00~19:15,0.15027731
2024-08-11,日,20:00:00,蒼蘭訣#30,0805-0901,20:00~20:15,0.16878867
2024-08-11,日,21:00:00,蒼蘭訣#31,0805-0901,21:00~21:15,0.17141233
2024-08-11,日,22:00:00,蒼蘭訣#32,0805-0901,22:00~22:15,0.1443012
2024-08-11,日,23:00:00,蠟筆小新#525,0805-0901,23:00~23:15,0.05881367
2024-08-11,日,23:30:00,蠟筆小新#526,0805-0901,23:30~23:45,0.04919359
2024-08-12,一,00:00:00,長歌行#45,0805-0901,00:00~00:15,0.0371761
2024-08-12,一,01:00:00,長歌行#46,0805-0901,01:00~01:15,0.028283
2024-08-12,一,02:00:00,地球的慶典S7#98,0805-0901,02:00~02:15,0.01691148
2024-08-12,一,03:00:00,地球的慶典S7#99(完),0805-0901,03:00~03:15,0.01326677
2024-08-12,一,04:00:00,好好生活#11,0805-0901,04:00~04:15,0.01239203
2024-08-12,一,05:00:00,好好生活#12,0805-0901,05:00~05:15,0.01647412
2024-08-12,一,06:00:00,蠟筆小新#421,0805-0901,06:00~06:15,0.01990015
2024-08-12,一,06:30:00,蠟筆小新#422,0805-0901,06:30~06:45,0.03192771
2024-08-12,一,07:00:00,長歌行#45,0805-0901,07:00~07:15,0.03520796
2024-08-12,一,08:00:00,長歌行#46,0805-0901,08:00~08:15,0.07785113
2024-08-12,一,09:00:00,長相思S1#19,0805-0901,09:00~09:15,0.11393382
2024-08-12,一,10:00:00,長相思S1#20,0805-0901,10:00~10:15,0.16401222
2024-08-12,一,11:00:00,軍師聯盟#11,0805-0901,11:00~11:15,0.14017578
2024-08-12,一,12:00:00,軍師聯盟#12,0805-0901,12:00~12:15,0.13631238
2024-08-12,一,13:00:00,長相思S1#19,0805-0901,13:00~13:15,0.15963856
2024-08-12,一,14:00:00,長相思S1#20,0805-0901,14:00~14:15,0.19725203
2024-08-12,一,15:00:00,長歌行#46,0805-0901,15:00~15:15,0.21336167
2024-08-12,一,16:00:00,長歌行#47,0805-0901,16:00~16:15,0.2554217
2024-08-12,一,17:00:00,間諜家家酒#1,0805-0901,17:00~17:15,0.22451451
2024-08-12,一,17:30:00,間諜家家酒#2,0805-0901,17:30~17:45,0.23049184
2024-08-12,一,18:00:00,蠟筆小新#423,0805-0901,18:00~18:15,0.28895308
2024-08-12,一,18:30:00,蠟筆小新#424,0805-0901,18:30~18:45,0.33648018
2024-08-12,一,19:00:00,長相思S1#21,0805-0901,19:00~19:15,0.31738187
2024-08-12,一,20:00:00,長相思S1#22,0805-0901,20:00~20:15,0.40347006
2024-08-12,一,21:00:00,醫師好辣#191,0805-0901,21:00~21:15,0.16539721
2024-08-12,一,22:00:00,長相思S1#21,0805-0901,22:00~22:15,0.11582907
2024-08-12,一,23:00:00,長相思S1#22,0805-0901,23:00~23:15,0.0873274
2024-08-13,二,00:00:00,長歌行#46,0805-0901,00:00~00:15,0.04461874
2024-08-13,二,01:00:00,長歌行#47,0805-0901,01:00~01:15,0.03127686
2024-08-13,二,02:00:00,環遊世界800天S1#1,0805-0901,02:00~02:15,0.01822661
2024-08-13,二,02:30:00,環遊世界800天S1#2,0805-0901,02:30~02:45,0.01334188
2024-08-13,二,03:00:00,環遊世界800天S1#3,0805-0901,03:00~03:15,0.01239409
2024-08-13,二,03:30:00,環遊世界800天S1#4,0805-0901,03:30~03:45,0.01173794
2024-08-13,二,04:00:00,好好生活#13,0805-0901,04:00~04:15,0.01319607
2024-08-13,二,05:00:00,好好生活#14,0805-0901,05:00~05:15,0.01691429
2024-08-13,二,06:00:00,間諜家家酒#1,0805-0901,06:00~06:15,0.02435075
2024-08-13,二,06:30:00,間諜家家酒#2,0805-0901,06:30~06:45,0.03091233
2024-08-13,二,07:00:00,長歌行#46,0805-0901,07:00~07:15,0.03674484
2024-08-13,二,08:00:00,長歌行#47,0805-0901,08:00~08:15,0.07465619
2024-08-13,二,09:00:00,長相思S1#21,0805-0901,09:00~09:15,0.1109636
2024-08-13,二,10:00:00,長相思S1#22,0805-0901,10:00~10:15,0.14311534
2024-08-13,二,11:00:00,軍師聯盟#13,0805-0901,11:00~11:15,0.13458528
2024-08-13,二,12:00:00,軍師聯盟#14,0805-0901,12:00~12:15,0.13101287
2024-08-13,二,13:00:00,長相思S1#21,0805-0901,13:00~13:15,0.15959219
2024-08-13,二,14:00:00,長相思S1#22,0805-0901,14:00~14:15,0.18897348
2024-08-13,二,15:00:00,長歌行#48,0805-0901,15:00~15:15,0.2503607
2024-08-13,二,16:00:00,長歌行#49(完),0805-0901,16:00~16:15,0.29374003
2024-08-13,二,17:00:00,間諜家家酒#3,0805-0901,17:00~17:15,0.2333735
2024-08-13,二,17:30:00,間諜家家酒#4,0805-0901,17:30~17:45,0.23585232
2024-08-13,二,18:00:00,蠟筆小新#425,0805-0901,18:00~18:15,0.28331441
2024-08-13,二,18:30:00,蠟筆小新#426,0805-0901,18:30~18:45,0.31860113
2024-08-13,二,19:00:00,長相思S1#23,0805-0901,19:00~19:15,0.30044743
2024-08-13,二,20:00:00,長相思S1#24,0805-0901,20:00~20:15,0.38458146
2024-08-13,二,21:00:00,醫師好辣#192,0805-0901,21:00~21:15,0.15237445
2024-08-13,二,22:00:00,長相思S1#23,0805-0901,22:00~22:15,0.10090251
2024-08-13,二,23:00:00,長相思S1#24,0805-0901,23:00~23:15,0.08304043
2024-08-14,三,00:00:00,長歌行#48,0805-0901,00:00~00:15,0.04352952
2024-08-14,三,01:00:00,長歌行#49(完),0805-0901,01:00~01:15,0.03171749
2024-08-14,三,02:00:00,環遊世界800天S1#5,0805-0901,02:00~02:15,0.01742639
2024-08-14,三,02:30:00,環遊世界800天S1#6,0805-0901,02:30~02:45,0.01159329
2024-08-14,三,03:00:00,環遊世界800天S1#7,0805-0901,03:00~03:15,0.01232243
2024-08-14,三,03:30:00,環遊世界800天S1#8,0805-0901,03:30~03:45,0.01181203
2024-08-14,三,04:00:00,好好生活#15,0805-0901,04:00~04:15,0.01144746
2024-08-14,三,05:00:00,好好生活#16,0805-0901,05:00~05:15,0.01407236
2024-08-14,三,06:00:00,間諜家家酒#3,0805-0901,06:00~06:15,0.02085334
2024-08-14,三,06:30:00,間諜家家酒#4,0805-0901,06:30~06:45,0.02690518
2024-08-14,三,07:00:00,長歌行#48,0805-0901,07:00~07:15,0.03893595
2024-08-14,三,08:00:00,長歌行#49(完),0805-0901,08:00~08:15,0.07604907
2024-08-14,三,09:00:00,長相思S1#23,0805-0901,09:00~09:15,0.10310007
2024-08-14,三,10:00:00,長相思S1#24,0805-0901,10:00~10:15,0.14225477
2024-08-14,三,11:00:00,軍師聯盟#15,0805-0901,11:00~11:15,0.12920321
2024-08-14,三,12:00:00,軍師聯盟#16,0805-0901,12:00~12:15,0.12964069
2024-08-14,三,13:00:00,長相思S1#23,0805-0901,13:00~13:15,0.15370223
2024-08-14,三,14:00:00,長相思S1#24,0805-0901,14:00~14:15,0.18819045
2024-08-14,三,15:00:00,周生如故#1,0805-0901,15:00~15:15,0.2006587
2024-08-14,三,16:00:00,周生如故#2,0805-0901,16:00~16:15,0.2191788
2024-08-14,三,17:00:00,間諜家家酒#5,0805-0901,17:00~17:15,0.21881423
2024-08-14,三,17:30:00,間諜家家酒#6,0805-0901,17:30~17:45,0.22800137
2024-08-14,三,18:00:00,蠟筆小新#427,0805-0901,18:00~18:15,0.28246796
2024-08-14,三,18:30:00,蠟筆小新#428,0805-0901,18:30~18:45,0.32220596
2024-08-14,三,19:00:00,長相思S1#25,0805-0901,19:00~19:15,0.31826862
2024-08-14,三,20:00:00,長相思S1#26,0805-0901,20:00~20:15,0.40175489
2024-08-14,三,21:00:00,小姐不熙娣#13,0805-0901,21:00~21:15,0.15530634
2024-08-14,三,22:00:00,長相思S1#25,0805-0901,22:00~22:15,0.10754782
2024-08-14,三,23:00:00,長相思S1#26,0805-0901,23:00~23:15,0.0836321
2024-08-15,四,00:00:00,周生如故#1,0805-0901,00:00~00:15,0.04339021
2024-08-15,四,01:00:00,周生如故#2,0805-0901,01:00~01:15,0.02785725
2024-08-15,四,02:00:00,環遊世界800天S1#9,0805-0901,02:00~02:15,0.01786656
2024-08-15,四,02:30:00,環遊世界800天S1#10,0805-0901,02:30~02:45,0.01363692
2024-08-15,四,03:00:00,環遊世界800天S1#11,0805-0901,03:00~03:15,0.01290768
2024-08-15,四,03:30:00,環遊世界800天S1#12,0805-0901,03:30~03:45,0.01152211
2024-08-15,四,04:00:00,好好生活#17,0805-0901,04:00~04:15,0.01349107
2024-08-15,四,05:00:00,好好生活#18,0805-0901,05:00~05:15,0.01597052
2024-08-15,四,06:00:00,間諜家家酒#5,0805-0901,06:00~06:15,0.01954383
2024-08-15,四,06:30:00,間諜家家酒#6,0805-0901,06:30~06:45,0.02865942
2024-08-15,四,07:00:00,周生如故#1,0805-0901,07:00~07:15,0.03369122
2024-08-15,四,08:00:00,周生如故#2,0805-0901,08:00~08:15,0.06242357
2024-08-15,四,09:00:00,長相思S1#25,0805-0901,09:00~09:15,0.10151122
2024-08-15,四,10:00:00,長相思S1#26,0805-0901,10:00~10:15,0.13870283
2024-08-15,四,11:00:00,軍師聯盟#17,0805-0901,11:00~11:15,0.13250423
2024-08-15,四,12:00:00,軍師聯盟#18,0805-0901,12:00~12:15,0.13731726
2024-08-15,四,13:00:00,長相思S1#25,0805-0901,13:00~13:15,0.15737156
2024-08-15,四,14:00:00,長相思S1#26,0805-0901,14:00~14:15,0.1855205
2024-08-15,四,15:00:00,周生如故#3,0805-0901,15:00~15:15,0.19952205
2024-08-15,四,16:00:00,周生如故#4,0805-0901,16:00~16:15,0.22861902
2024-08-15,四,17:00:00,間諜家家酒#7,0805-0901,17:00~17:15,0.21104416
2024-08-15,四,17:30:00,間諜家家酒#8,0805-0901,17:30~17:45,0.21213803
2024-08-15,四,18:00:00,蠟筆小新#429,0805-0901,18:00~18:15,0.27332187
2024-08-15,四,18:30:00,蠟筆小新#430,0805-0901,18:30~18:45,0.32801542
2024-08-15,四,19:00:00,長相思S1#27,0805-0901,19:00~19:15,0.30271054
2024-08-15,四,20:00:00,長相思S1#28,0805-0901,20:00~20:15,0.39386645
2024-08-15,四,21:00:00,小姐不熙娣#14,0805-0901,21:00~21:15,0.16313261
2024-08-15,四,22:00:00,長相思S1#27,0805-0901,22:00~22:15,0.10909539
2024-08-15,四,23:00:00,長相思S1#28,0805-0901,23:00~23:15,0.08488438
2024-08-16,五,00:00:00,周生如故#3,0805-0901,00:00~00:15,0.04186337
2024-08-16,五,01:00:00,周生如故#4,0805-0901,01:00~01:15,0.03092347
2024-08-16,五,02:00:00,環遊世界800天S1#13,0805-0901,02:00~02:15,0.01867077
2024-08-16,五,02:30:00,環遊世界800天S1#14(完),0805-0901,02:30~02:45,0.01327375
2024-08-16,五,03:00:00,環遊世界800天S2#1,0805-0901,03:00~03:15,0.0120339
2024-08-16,五,03:30:00,環遊世界800天S2#2,0805-0901,03:30~03:45,0.01232563
2024-08-16,五,04:00:00,好好生活#19,0805-0901,04:00~04:15,0.01290909
2024-08-16,五,05:00:00,好好生活#20,0805-0901,05:00~05:15,0.01699332
2024-08-16,五,06:00:00,間諜家家酒#7,0805-0901,06:00~06:15,0.02253621
2024-08-16,五,06:30:00,間諜家家酒#8,0805-0901,06:30~06:45,0.03041294
2024-08-16,五,07:00:00,周生如故#3,0805-0901,07:00~07:15,0.03384077
2024-08-16,五,08:00:00,周生如故#4,0805-0901,08:00~08:15,0.06607703
2024-08-16,五,09:00:00,長相思S1#27,0805-0901,09:00~09:15,0.09911555
2024-08-16,五,10:00:00,長相思S1#28,0805-0901,10:00~10:15,0.13638416
2024-08-16,五,11:00:00,軍師聯盟#19,0805-0901,11:00~11:15,0.12828863
2024-08-16,五,12:00:00,軍師聯盟#20,0805-0901,12:00~12:15,0.12872622
2024-08-16,五,13:00:00,長相思S1#27,0805-0901,13:00~13:15,0.14943911
2024-08-16,五,14:00:00,長相思S1#28,0805-0901,14:00~14:15,0.17598662
2024-08-16,五,15:00:00,周生如故#5,0805-0901,15:00~15:15,0.19057316
2024-08-16,五,16:00:00,周生如故#6,0805-0901,16:00~16:15,0.22550792
2024-08-16,五,17:00:00,間諜家家酒#9,0805-0901,17:00~17:15,0.21967331
2024-08-16,五,17:30:00,間諜家家酒#10,0805-0901,17:30~17:45,0.22864403
2024-08-16,五,18:00:00,蠟筆小新#431,0805-0901,18:00~18:15,0.26992394
2024-08-16,五,18:30:00,蠟筆小新#432,0805-0901,18:30~18:45,0.29968048
2024-08-16,五,19:00:00,長相思S1#29,0805-0901,19:00~19:15,0.30143087
2024-08-16,五,20:00:00,長相思S1#30,0805-0901,20:00~20:15,0.42877137
2024-08-16,五,21:00:00,小姐不熙娣#15,0805-0901,21:00~21:15,0.18524907
2024-08-16,五,22:00:00,長相思S1#29,0805-0901,22:00~22:15,0.12580891
2024-08-16,五,23:00:00,長相思S1#30,0805-0901,23:00~23:15,0.10983665
2024-08-17,六,00:00:00,烏鴉小姐與蜥蜴先生#17,0805-0901,00:00~00:15,0.04806521
2024-08-17,六,01:00:00,烏鴉小姐與蜥蜴先生#18,0805-0901,01:00~01:15,0.02662185
2024-08-17,六,02:00:00,蒼蘭訣#32,0805-0901,02:00~02:15,0.01983875
2024-08-17,六,03:00:00,蒼蘭訣#33,0805-0901,03:00~03:15,0.01553549
2024-08-17,六,04:00:00,蒼蘭訣#34,0805-0901,04:00~04:15,0.01735891
2024-08-17,六,05:00:00,蒼蘭訣#35,0805-0901,05:00~05:15,0.01940113
2024-08-17,六,06:00:00,蒼蘭訣#36(完),0805-0901,06:00~06:15,0.03500956
2024-08-17,六,07:00:00,蠟筆小新#527,0805-0901,07:00~07:15,0.04675235
2024-08-17,六,07:30:00,蠟筆小新#528,0805-0901,07:30~07:45,0.0636007
2024-08-17,六,08:00:00,蠟筆小新#529,0805-0901,08:00~08:15,0.09007669
2024-08-17,六,08:30:00,蠟筆小新#530,0805-0901,08:30~08:45,0.11596917
2024-08-17,六,09:00:00,蒼蘭訣#32,0805-0901,09:00~09:15,0.10298646
2024-08-17,六,10:00:00,蒼蘭訣#33,0805-0901,10:00~10:15,0.13712078
2024-08-17,六,11:00:00,蒼蘭訣#34,0805-0901,11:00~11:15,0.16986931
2024-08-17,六,12:00:00,蒼蘭訣#35,0805-0901,12:00~12:15,0.18452957
2024-08-17,六,13:00:00,蒼蘭訣#36(完),0805-0901,13:00~13:15,0.23208422
2024-08-17,六,14:00:00,蠟筆小新#527,0805-0901,14:00~14:15,0.17905932
2024-08-17,六,14:30:00,蠟筆小新#528,0805-0901,14:30~14:45,0.19218791
2024-08-17,六,15:00:00,蠟筆小新#529,0805-0901,15:00~15:15,0.22624929
2024-08-17,六,15:30:00,蠟筆小新#530,0805-0901,15:30~15:45,0.244994
2024-08-17,六,16:00:00,蠟筆小新大電影-動感超人VS高衩魔王,0805-0901,16:00~16:15,0.23368883
2024-08-17,六,18:00:00,蒼蘭訣#32,0805-0901,18:00~18:15,0.17140098
2024-08-17,六,19:00:00,蒼蘭訣#33,0805-0901,19:00~19:15,0.14966588
2024-08-17,六,20:00:00,蒼蘭訣#34,0805-0901,20:00~20:15,0.174829
2024-08-17,六,21:00:00,蒼蘭訣#35,0805-0901,21:00~21:15,0.19145854
2024-08-17,六,22:00:00,蒼蘭訣#36(完),0805-0901,22:00~22:15,0.17935107
2024-08-17,六,23:00:00,蠟筆小新#529,0805-0901,23:00~23:15,0.07089436
2024-08-17,六,23:30:00,蠟筆小新#530,0805-0901,23:30~23:45,0.06002681
2024-08-18,日,00:00:00,烏鴉小姐與蜥蜴先生#19,0805-0901,00:00~00:15,0.04121143
2024-08-18,日,01:00:00,烏鴉小姐與蜥蜴先生#20,0805-0901,01:00~01:15,0.02873859
2024-08-18,日,02:00:00,親愛的義祁君#1,0805-0901,02:00~02:15,0.02086101
2024-08-18,日,03:00:00,親愛的義祁君#2,0805-0901,03:00~03:15,0.01663045
2024-08-18,日,04:00:00,親愛的義祁君#3,0805-0901,04:00~04:15,0.01663045
2024-08-18,日,05:00:00,親愛的義祁君#4,0805-0901,05:00~05:15,0.01947513
2024-08-18,日,06:00:00,親愛的義祁君#5,0805-0901,06:00~06:15,0.02793624
2024-08-18,日,07:00:00,蠟筆小新#531,0805-0901,07:00~07:15,0.04157613
2024-08-18,日,07:30:00,蠟筆小新#532,0805-0901,07:30~07:45,0.05879011
2024-08-18,日,08:00:00,蠟筆小新#533,0805-0901,08:00~08:15,0.08570518
2024-08-18,日,08:30:00,蠟筆小新#534,0805-0901,08:30~08:45,0.11210967
2024-08-18,日,09:00:00,延禧攻略#1,0805-0901,09:00~09:15,0.11444377
2024-08-18,日,10:00:00,延禧攻略#2,0805-0901,10:00~10:15,0.18271615
2024-08-18,日,11:00:00,延禧攻略#3,0805-0901,11:00~11:15,0.23596277
2024-08-18,日,12:00:00,延禧攻略#4,0805-0901,12:00~12:15,0.24347565
2024-08-18,日,13:00:00,延禧攻略#5,0805-0901,13:00~13:15,0.28359297
2024-08-18,日,14:00:00,蠟筆小新#531,0805-0901,14:00~14:15,0.23654629
2024-08-18,日,14:30:00,蠟筆小新#532,0805-0901,14:30~14:45,0.23742158
2024-08-18,日,15:00:00,蠟筆小新#533,0805-0901,15:00~15:15,0.25996022
2024-08-18,日,15:30:00,蠟筆小新#534,0805-0901,15:30~15:45,0.27644479
2024-08-18,日,16:00:00,蠟筆小新大電影-不理不理王國的秘寶,0805-0901,16:00~16:15,0.24901913
2024-08-18,日,18:00:00,延禧攻略#1,0805-0901,18:00~18:15,0.19752308
2024-08-18,日,19:00:00,延禧攻略#2,0805-0901,19:00~19:15,0.18417496
2024-08-18,日,20:00:00,延禧攻略#3,0805-0901,20:00~20:15,0.26068962
2024-08-18,日,21:00:00,延禧攻略#4,0805-0901,21:00~21:15,0.25755318
2024-08-18,日,22:00:00,延禧攻略#5,0805-0901,22:00~22:15,0.2144453
2024-08-18,日,23:00:00,蠟筆小新#533,0805-0901,23:00~23:15,0.0889875
2024-08-18,日,23:30:00,蠟筆小新#534,0805-0901,23:30~23:45,0.0630936
2024-08-19,一,00:00:00,周生如故#5,0805-0901,00:00~00:15,0.04078449
2024-08-19,一,01:00:00,周生如故#6,0805-0901,01:00~01:15,0.02911093
2024-08-19,一,02:00:00,環遊世界800天S2#2,0805-0901,02:00~02:15,0.02035577
2024-08-19,一,02:30:00,環遊世界800天S2#3,0805-0901,02:30~02:45,0.01772922
2024-08-19,一,03:00:00,環遊世界800天S2#4,0805-0901,03:00~03:15,0.01641594
2024-08-19,一,03:30:00,環遊世界800天S2#5(完),0805-0901,03:30~03:45,0.0161241
2024-08-19,一,04:00:00,好好生活#21,0805-0901,04:00~04:15,0.01510267
2024-08-19,一,05:00:00,好好生活#22,0805-0901,05:00~05:15,0.01860473
2024-08-19,一,06:00:00,間諜家家酒#9,0805-0901,06:00~06:15,0.0228364
2024-08-19,一,06:30:00,間諜家家酒#10,0805-0901,06:30~06:45,0.03093493
2024-08-19,一,07:00:00,周生如故#5,0805-0901,07:00~07:15,0.03341556
2024-08-19,一,08:00:00,周生如故#6,0805-0901,08:00~08:15,0.07069798
2024-08-19,一,09:00:00,長相思S1#29,0805-0901,09:00~09:15,0.10951256
2024-08-19,一,10:00:00,長相思S1#30,0805-0901,10:00~10:15,0.15941702
2024-08-19,一,11:00:00,軍師聯盟#21,0805-0901,11:00~11:15,0.14446028
2024-08-19,一,12:00:00,軍師聯盟#22,0805-0901,12:00~12:15,0.14161485
2024-08-19,一,13:00:00,長相思S1#29,0805-0901,13:00~13:15,0.17430081
2024-08-19,一,14:00:00,長相思S1#30,0805-0901,14:00~14:15,0.21340723
2024-08-19,一,15:00:00,周生如故#7,0805-0901,15:00~15:15,0.21223987
2024-08-19,一,16:00:00,周生如故#8,0805-0901,16:00~16:15,0.23208492
2024-08-19,一,17:00:00,間諜家家酒#11,0805-0901,17:00~17:15,0.22092208
2024-08-19,一,17:30:00,間諜家家酒#12,0805-0901,17:30~17:45,0.23879721
2024-08-19,一,18:00:00,蠟筆小新#433,0805-0901,18:00~18:15,0.28607512
2024-08-19,一,18:30:00,蠟筆小新#434,0805-0901,18:30~18:45,0.331602
2024-08-19,一,19:00:00,長相思S1#30,0805-0901,19:00~19:15,0.29380886
2024-08-19,一,20:00:00,長相思S1#31,0805-0901,20:00~20:15,0.43454819
2024-08-19,一,21:00:00,醫師好辣#193,0805-0901,21:00~21:15,0.17583296
2024-08-19,一,22:00:00,長相思S1#30,0805-0901,22:00~22:15,0.1056457
2024-08-19,一,23:00:00,長相思S1#31,0805-0901,23:00~23:15,0.08456033
2024-08-20,二,00:00:00,周生如故#7,0805-0901,00:00~00:15,0.04589964
2024-08-20,二,01:00:00,周生如故#8,0805-0901,01:00~01:15,0.02948085
2024-08-20,二,02:00:00,野人追夢#1,0805-0901,02:00~02:15,0.01919174
2024-08-20,二,03:00:00,野人追夢#2,0805-0901,03:00~03:15,0.01678365
2024-08-20,二,04:00:00,好好生活#23,0805-0901,04:00~04:15,0.01568907
2024-08-20,二,05:00:00,好好生活#24,0805-0901,05:00~05:15,0.01955661
2024-08-20,二,06:00:00,間諜家家酒#11,0805-0901,06:00~06:15,0.0224755
2024-08-20,二,06:30:00,間諜家家酒#12,0805-0901,06:30~06:45,0.03130516
2024-08-20,二,07:00:00,周生如故#7,0805-0901,07:00~07:15,0.03327542
2024-08-20,二,08:00:00,周生如故#8,0805-0901,08:00~08:15,0.06939676
2024-08-20,二,09:00:00,長相思S1#30,0805-0901,09:00~09:15,0.10245326
2024-08-20,二,10:00:00,長相思S1#31,0805-0901,10:00~10:15,0.14251511
2024-08-20,二,11:00:00,軍師聯盟#23,0805-0901,11:00~11:15,0.1343422
2024-08-20,二,12:00:00,軍師聯盟#24,0805-0901,12:00~12:15,0.14273403
2024-08-20,二,13:00:00,長相思S1#30,0805-0901,13:00~13:15,0.14893668
2024-08-20,二,14:00:00,長相思S1#31,0805-0901,14:00~14:15,0.19790117
2024-08-20,二,15:00:00,周生如故#9,0805-0901,15:00~15:15,0.20454166
2024-08-20,二,16:00:00,周生如故#10,0805-0901,16:00~16:15,0.22614149
2024-08-20,二,17:00:00,間諜家家酒#13,0805-0901,17:00~17:15,0.22526582
2024-08-20,二,17:30:00,間諜家家酒#14,0805-0901,17:30~17:45,0.25168183
2024-08-20,二,18:00:00,蠟筆小新#435,0805-0901,18:00~18:15,0.29597608
2024-08-20,二,18:30:00,蠟筆小新#436,0805-0901,18:30~18:45,0.33830008
