Date,Weekday,Time,Program,Program_Sheet,Time_Slot,Rating,Cleaned_Series_Name
2024-01-01,一,00:00:00,神鵰俠侶#7,20240101-0204,00:00~00:15,0.04059143,神鵰俠侶
2024-01-01,一,01:00:00,神鵰俠侶#8,20240101-0204,01:00~01:15,0.04502219,神鵰俠侶
2024-01-01,一,02:00:00,熾道#17,20240101-0204,02:00~02:15,0.02679892,熾道
2024-01-01,一,03:00:00,熾道#18,20240101-0204,03:00~03:15,0.0215106,熾道
2024-01-01,一,04:00:00,一剪芳華#15,20240101-0204,04:00~04:15,0.01722277,一剪芳華
2024-01-01,一,05:00:00,一剪芳華#16,20240101-0204,05:00~05:15,0.01943815,一剪芳華
2024-01-01,一,06:00:00,老虎假面W#19,20240101-0204,06:00~06:15,0.01750863,老虎假面W
2024-01-01,一,06:30:00,老虎假面W#20,20240101-0204,06:30~06:45,0.01672253,老虎假面W
2024-01-01,一,07:00:00,慶餘年#25,20240101-0204,07:00~07:15,0.02794234,慶餘年
2024-01-01,一,08:00:00,慶餘年#26,20240101-0204,08:00~08:15,0.08711436,慶餘年
2024-01-01,一,09:00:00,神鵰俠侶#7,20240101-0204,09:00~09:15,0.13206509,神鵰俠侶
2024-01-01,一,10:00:00,神鵰俠侶#8,20240101-0204,10:00~10:15,0.16379501,神鵰俠侶
2024-01-01,一,11:00:00,慶餘年#27,20240101-0204,11:00~11:15,0.2362593,慶餘年
2024-01-01,一,12:00:00,慶餘年#28,20240101-0204,12:00~12:15,0.30293502,慶餘年
2024-01-01,一,13:00:00,請君#13,20240101-0204,13:00~13:15,0.23182854,請君
2024-01-01,一,14:00:00,請君#14,20240101-0204,14:00~14:15,0.23225733,請君
2024-01-01,一,15:00:00,神鵰俠侶#9,20240101-0204,15:00~15:15,0.22575412,神鵰俠侶
2024-01-01,一,16:00:00,神鵰俠侶#10,20240101-0204,16:00~16:15,0.27577878,神鵰俠侶
2024-01-01,一,17:00:00,老虎假面W#21,20240101-0204,17:00~17:15,0.18337609,老虎假面W
2024-01-01,一,17:30:00,老虎假面W#22,20240101-0204,17:30~17:45,0.13799658,老虎假面W
2024-01-01,一,18:00:00,蠟筆小新##14,20240101-0204,18:00~18:15,0.17515776,蠟筆小新
2024-01-01,一,18:30:00,蠟筆小新##15,20240101-0204,18:30~18:45,0.21610651,蠟筆小新
2024-01-01,一,19:00:00,請君#15,20240101-0204,19:00~19:15,0.19909813,請君
2024-01-01,一,20:00:00,請君#16,20240101-0204,20:00~20:15,0.22961317,請君
2024-01-01,一,21:00:00,醫師好辣#247,20240101-0204,21:00~21:15,0.13270826,醫師好辣
2024-01-01,一,22:00:00,慶餘年#27,20240101-0204,22:00~22:15,0.10848204,慶餘年
2024-01-01,一,23:00:00,慶餘年#28,20240101-0204,23:00~23:15,0.10891082,慶餘年
2024-01-02,二,00:00:00,神鵰俠侶#9,20240101-0204,00:00~00:15,0.0465375,神鵰俠侶
2024-01-02,二,01:00:00,神鵰俠侶#10,20240101-0204,01:00~01:15,0.0315254,神鵰俠侶
2024-01-02,二,02:00:00,熾道#19,20240101-0204,02:00~02:15,0.02073099,熾道
2024-01-02,二,03:00:00,熾道#20,20240101-0204,03:00~03:15,0.01672776,熾道
2024-01-02,二,04:00:00,一剪芳華#17,20240101-0204,04:00~04:15,0.01436872,一剪芳華
2024-01-02,二,05:00:00,一剪芳華#18,20240101-0204,05:00~05:15,0.01486912,一剪芳華
2024-01-02,二,06:00:00,老虎假面W#21,20240101-0204,06:00~06:15,0.01458318,老虎假面W
2024-01-02,二,06:30:00,老虎假面W#22,20240101-0204,06:30~06:45,0.01651331,老虎假面W
2024-01-02,二,07:00:00,慶餘年#27,20240101-0204,07:00~07:15,0.02873744,慶餘年
2024-01-02,二,08:00:00,慶餘年#28,20240101-0204,08:00~08:15,0.07770547,慶餘年
2024-01-02,二,09:00:00,神鵰俠侶#9,20240101-0204,09:00~09:15,0.09429026,神鵰俠侶
2024-01-02,二,10:00:00,神鵰俠侶#10,20240101-0204,10:00~10:15,0.12209838,神鵰俠侶
2024-01-02,二,11:00:00,慶餘年#29,20240101-0204,11:00~11:15,0.17321099,慶餘年
2024-01-02,二,12:00:00,慶餘年#30,20240101-0204,12:00~12:15,0.21181352,慶餘年
2024-01-02,二,13:00:00,請君#15,20240101-0204,13:00~13:15,0.17514111,請君
2024-01-02,二,14:00:00,請君#16,20240101-0204,14:00~14:15,0.170566,請君
2024-01-02,二,15:00:00,神鵰俠侶#11,20240101-0204,15:00~15:15,0.1684929,神鵰俠侶
2024-01-02,二,16:00:00,神鵰俠侶#12,20240101-0204,16:00~16:15,0.21245689,神鵰俠侶
2024-01-02,二,17:00:00,老虎假面W#23,20240101-0204,17:00~17:15,0.13525183,老虎假面W
2024-01-02,二,17:30:00,老虎假面W#24,20240101-0204,17:30~17:45,0.11480679,老虎假面W
2024-01-02,二,18:00:00,蠟筆小新##16,20240101-0204,18:00~18:15,0.15112176,蠟筆小新
2024-01-02,二,18:30:00,蠟筆小新##17,20240101-0204,18:30~18:45,0.19823115,蠟筆小新
2024-01-02,二,19:00:00,請君#17,20240101-0204,19:00~19:15,0.19308414,請君
2024-01-02,二,20:00:00,請君#18,20240101-0204,20:00~20:15,0.25063051,請君
2024-01-02,二,21:00:00,醫師好辣#283,20240101-0204,21:00~21:15,0.14290085,醫師好辣
2024-01-02,二,22:00:00,慶餘年#29,20240101-0204,22:00~22:15,0.10894492,慶餘年
2024-01-02,二,23:00:00,慶餘年#30,20240101-0204,23:00~23:15,0.10487021,慶餘年
2024-01-03,三,00:00:00,神鵰俠侶#11,20240101-0204,00:00~00:15,0.04626342,神鵰俠侶
2024-01-03,三,01:00:00,神鵰俠侶#12,20240101-0204,01:00~01:15,0.03196252,神鵰俠侶
2024-01-03,三,02:00:00,熾道#21,20240101-0204,02:00~02:15,0.01980675,熾道
2024-01-03,三,03:00:00,熾道#22,20240101-0204,03:00~03:15,0.01551648,熾道
2024-01-03,三,04:00:00,一剪芳華#19,20240101-0204,04:00~04:15,0.01301382,一剪芳華
2024-01-03,三,05:00:00,一剪芳華#20,20240101-0204,05:00~05:15,0.01501595,一剪芳華
2024-01-03,三,06:00:00,老虎假面W#23,20240101-0204,06:00~06:15,0.015874,老虎假面W
2024-01-03,三,06:30:00,老虎假面W#24,20240101-0204,06:30~06:45,0.01830516,老虎假面W
2024-01-03,三,07:00:00,慶餘年#29,20240101-0204,07:00~07:15,0.02881632,慶餘年
2024-01-03,三,08:00:00,慶餘年#30,20240101-0204,08:00~08:15,0.07922701,慶餘年
2024-01-03,三,09:00:00,神鵰俠侶#11,20240101-0204,09:00~09:15,0.09638809,神鵰俠侶
2024-01-03,三,10:00:00,神鵰俠侶#12,20240101-0204,10:00~10:15,0.12641999,神鵰俠侶
2024-01-03,三,11:00:00,慶餘年#31,20240101-0204,11:00~11:15,0.1741135,慶餘年
2024-01-03,三,12:00:00,慶餘年#32,20240101-0204,12:00~12:15,0.21780277,慶餘年
2024-01-03,三,13:00:00,請君#17,20240101-0204,13:00~13:15,0.17261191,請君
2024-01-03,三,14:00:00,請君#18,20240101-0204,14:00~14:15,0.18126396,請君
2024-01-03,三,15:00:00,神鵰俠侶#13,20240101-0204,15:00~15:15,0.17911882,神鵰俠侶
2024-01-03,三,16:00:00,神鵰俠侶#14,20240101-0204,16:00~16:15,0.19577937,神鵰俠侶
2024-01-03,三,17:00:00,老虎假面W#25,20240101-0204,17:00~17:15,0.14636975,老虎假面W
2024-01-03,三,17:30:00,老虎假面W#26,20240101-0204,17:30~17:45,0.11733892,老虎假面W
2024-01-03,三,18:00:00,蠟筆小新##18,20240101-0204,18:00~18:15,0.15881154,蠟筆小新
2024-01-03,三,18:30:00,蠟筆小新##19,20240101-0204,18:30~18:45,0.19420627,蠟筆小新
2024-01-03,三,19:00:00,請君#19,20240101-0204,19:00~19:15,0.19785301,請君
2024-01-03,三,20:00:00,請君#20,20240101-0204,20:00~20:15,0.25698724,請君
2024-01-03,三,21:00:00,醫師好辣#284,20240101-0204,21:00~21:15,0.13907629,醫師好辣
2024-01-03,三,22:00:00,慶餘年#31,20240101-0204,22:00~22:15,0.11540829,慶餘年
2024-01-03,三,23:00:00,慶餘年#32,20240101-0204,23:00~23:15,0.10632722,慶餘年
2024-01-04,四,00:00:00,神鵰俠侶#13,20240101-0204,00:00~00:15,0.04377022,神鵰俠侶
2024-01-04,四,01:00:00,神鵰俠侶#14,20240101-0204,01:00~01:15,0.02496047,神鵰俠侶
2024-01-04,四,02:00:00,熾道#23,20240101-0204,02:00~02:15,0.01752239,熾道
2024-01-04,四,03:00:00,熾道#24,20240101-0204,03:00~03:15,0.01137167,熾道
2024-01-04,四,04:00:00,一剪芳華#21,20240101-0204,04:00~04:15,0.01094255,一剪芳華
2024-01-04,四,05:00:00,一剪芳華#22,20240101-0204,05:00~05:15,0.01230143,一剪芳華
2024-01-04,四,06:00:00,老虎假面W#25,20240101-0204,06:00~06:15,0.01244447,老虎假面W
2024-01-04,四,06:30:00,老虎假面W#26,20240101-0204,06:30~06:45,0.01737935,老虎假面W
2024-01-04,四,07:00:00,慶餘年#31,20240101-0204,07:00~07:15,0.02932319,慶餘年
2024-01-04,四,08:00:00,慶餘年#32,20240101-0204,08:00~08:15,0.07995932,慶餘年
2024-01-04,四,09:00:00,神鵰俠侶#13,20240101-0204,09:00~09:15,0.09469243,神鵰俠侶
2024-01-04,四,10:00:00,神鵰俠侶#14,20240101-0204,10:00~10:15,0.10620715,神鵰俠侶
2024-01-04,四,11:00:00,慶餘年#33,20240101-0204,11:00~11:15,0.16671304,慶餘年
2024-01-04,四,12:00:00,慶餘年#34,20240101-0204,12:00~12:15,0.21863653,慶餘年
2024-01-04,四,13:00:00,請君#19,20240101-0204,13:00~13:15,0.16964535,請君
2024-01-04,四,14:00:00,請君#20,20240101-0204,14:00~14:15,0.17043207,請君
2024-01-04,四,15:00:00,神鵰俠侶#15,20240101-0204,15:00~15:15,0.17157639,神鵰俠侶
2024-01-04,四,16:00:00,神鵰俠侶#16,20240101-0204,16:00~16:15,0.22793412,神鵰俠侶
2024-01-04,四,17:00:00,老虎假面W#27,20240101-0204,17:00~17:15,0.14768873,老虎假面W
2024-01-04,四,17:30:00,老虎假面W#28,20240101-0204,17:30~17:45,0.1207257,老虎假面W
2024-01-04,四,18:00:00,蠟筆小新##20,20240101-0204,18:00~18:15,0.15062104,蠟筆小新
2024-01-04,四,18:30:00,蠟筆小新##21,20240101-0204,18:30~18:45,0.1973951,蠟筆小新
2024-01-04,四,19:00:00,請君#21,20240101-0204,19:00~19:15,0.1927463,請君
2024-01-04,四,20:00:00,請君#22,20240101-0204,20:00~20:15,0.25604147,請君
2024-01-04,四,21:00:00,醫師好辣#248,20240101-0204,21:00~21:15,0.15026344,醫師好辣
2024-01-04,四,22:00:00,慶餘年#33,20240101-0204,22:00~22:15,0.11078442,慶餘年
2024-01-04,四,23:00:00,慶餘年#34,20240101-0204,23:00~23:15,0.1096401,慶餘年
2024-01-05,五,00:00:00,神鵰俠侶#15,20240101-0204,00:00~00:15,0.0490741,神鵰俠侶
2024-01-05,五,01:00:00,神鵰俠侶#16,20240101-0204,01:00~01:15,0.03634059,神鵰俠侶
2024-01-05,五,02:00:00,熾道#25,20240101-0204,02:00~02:15,0.02382169,熾道
2024-01-05,五,03:00:00,熾道#26(完),20240101-0204,03:00~03:15,0.01631034,熾道
2024-01-05,五,04:00:00,一剪芳華#23,20240101-0204,04:00~04:15,0.01416425,一剪芳華
2024-01-05,五,05:00:00,一剪芳華#24,20240101-0204,05:00~05:15,0.01623881,一剪芳華
2024-01-05,五,06:00:00,老虎假面W#27,20240101-0204,06:00~06:15,0.01430732,老虎假面W
2024-01-05,五,06:30:00,老虎假面W#28,20240101-0204,06:30~06:45,0.01688264,老虎假面W
2024-01-05,五,07:00:00,慶餘年#33,20240101-0204,07:00~07:15,0.02739851,慶餘年
2024-01-05,五,08:00:00,慶餘年#34,20240101-0204,08:00~08:15,0.07561418,慶餘年
2024-01-05,五,09:00:00,神鵰俠侶#15,20240101-0204,09:00~09:15,0.09435676,神鵰俠侶
2024-01-05,五,10:00:00,神鵰俠侶#16,20240101-0204,10:00~10:15,0.1272636,神鵰俠侶
2024-01-05,五,11:00:00,慶餘年#35,20240101-0204,11:00~11:15,0.17662384,慶餘年
2024-01-05,五,12:00:00,慶餘年#36,20240101-0204,12:00~12:15,0.22727175,慶餘年
2024-01-05,五,13:00:00,請君#21,20240101-0204,13:00~13:15,0.17040016,請君
2024-01-05,五,14:00:00,請君#22,20240101-0204,14:00~14:15,0.17276087,請君
2024-01-05,五,15:00:00,神鵰俠侶#17,20240101-0204,15:00~15:15,0.17562233,神鵰俠侶
2024-01-05,五,16:00:00,神鵰俠侶#18,20240101-0204,16:00~16:15,0.22097653,神鵰俠侶
2024-01-05,五,17:00:00,老虎假面W#29,20240101-0204,17:00~17:15,0.14693616,老虎假面W
2024-01-05,五,17:30:00,老虎假面W#30,20240101-0204,17:30~17:45,0.11939457,老虎假面W
2024-01-05,五,18:00:00,蠟筆小新##22,20240101-0204,18:00~18:15,0.14951148,蠟筆小新
2024-01-05,五,18:30:00,蠟筆小新##23,20240101-0204,18:30~18:45,0.19708331,蠟筆小新
2024-01-05,五,19:00:00,請君#23,20240101-0204,19:00~19:15,0.20309238,請君
2024-01-05,五,20:00:00,請君#24,20240101-0204,20:00~20:15,0.26268236,請君
2024-01-05,五,21:00:00,醫師好辣#249,20240101-0204,21:00~21:15,0.15680821,醫師好辣
2024-01-05,五,22:00:00,慶餘年#35,20240101-0204,22:00~22:15,0.12998199,慶餘年
2024-01-05,五,23:00:00,慶餘年#36,20240101-0204,23:00~23:15,0.14357394,慶餘年
2024-01-06,六,00:00:00,蠟筆小新#22,20240101-0204,00:00~00:15,0.05058629,蠟筆小新
2024-01-06,六,00:30:00,蠟筆小新#23,20240101-0204,00:30~00:45,0.03405809,蠟筆小新
2024-01-06,六,01:00:00,蠟筆小新#24,20240101-0204,01:00~01:15,0.0291211,蠟筆小新
2024-01-06,六,01:30:00,蠟筆小新#25,20240101-0204,01:30~01:45,0.02704613,蠟筆小新
2024-01-06,六,02:00:00,一生一世#6,20240101-0204,02:00~02:15,0.02311085,一生一世
2024-01-06,六,03:00:00,一生一世#7,20240101-0204,03:00~03:15,0.02010572,一生一世
2024-01-06,六,04:00:00,一生一世#8,20240101-0204,04:00~04:15,0.02167984,一生一世
2024-01-06,六,05:00:00,一生一世#9,20240101-0204,05:00~05:15,0.02661683,一生一世
2024-01-06,六,06:00:00,一生一世#10,20240101-0204,06:00~06:15,0.0408554,一生一世
2024-01-06,六,07:00:00,蠟筆小新#22,20240101-0204,07:00~07:15,0.04250107,蠟筆小新
2024-01-06,六,07:30:00,蠟筆小新#23,20240101-0204,07:30~07:45,0.05595258,蠟筆小新
2024-01-06,六,08:00:00,蠟筆小新#24,20240101-0204,08:00~08:15,0.08020824,蠟筆小新
2024-01-06,六,08:30:00,蠟筆小新#25,20240101-0204,08:30~08:45,0.10188808,蠟筆小新
2024-01-06,六,09:00:00,軍師聯盟#31,20240101-0204,09:00~09:15,0.10646732,軍師聯盟
2024-01-06,六,10:00:00,軍師聯盟#32,20240101-0204,10:00~10:15,0.16327851,軍師聯盟
2024-01-06,六,11:00:00,軍師聯盟#33,20240101-0204,11:00~11:15,0.18925138,軍師聯盟
2024-01-06,六,12:00:00,軍師聯盟#34,20240101-0204,12:00~12:15,0.20134343,軍師聯盟
2024-01-06,六,13:00:00,軍師聯盟#35,20240101-0204,13:00~13:15,0.23618858,軍師聯盟
2024-01-06,六,14:00:00,蠟筆小新#22,20240101-0204,14:00~14:15,0.17086287,蠟筆小新
2024-01-06,六,14:30:00,蠟筆小新#23,20240101-0204,14:30~14:45,0.1682155,蠟筆小新
2024-01-06,六,15:00:00,蠟筆小新#24,20240101-0204,15:00~15:15,0.18309803,蠟筆小新
2024-01-06,六,15:30:00,蠟筆小新#25,20240101-0204,15:30~15:45,0.19161255,蠟筆小新
2024-01-06,六,16:00:00,蠟筆小新大電影-激戰!塗鴉王國和四位勇士,20240101-0204,16:00~16:15,0.1976228,蠟筆小新
2024-01-06,六,18:00:00,一生一世#6,20240101-0204,18:00~18:15,0.22445428,一生一世
2024-01-06,六,19:00:00,一生一世#7,20240101-0204,19:00~19:15,0.24549016,一生一世
2024-01-06,六,20:00:00,一生一世#8,20240101-0204,20:00~20:15,0.30366082,一生一世
2024-01-06,六,21:00:00,一生一世#9,20240101-0204,21:00~21:15,0.28269649,一生一世
2024-01-06,六,22:00:00,一生一世#10,20240101-0204,22:00~22:15,0.24642032,一生一世
2024-01-06,六,23:00:00,聖鬥士星矢少女翔#1,20240101-0204,23:00~23:15,0.07384024,聖鬥士星矢少女翔
2024-01-06,六,23:30:00,聖鬥士星矢少女翔#2,20240101-0204,23:30~23:45,0.03277018,聖鬥士星矢少女翔
2024-01-07,日,00:00:00,蠟筆小新#26,20240101-0204,00:00~00:15,0.03127268,蠟筆小新
2024-01-07,日,00:30:00,蠟筆小新#27,20240101-0204,00:30~00:45,0.03542328,蠟筆小新
2024-01-07,日,01:00:00,蠟筆小新#28,20240101-0204,01:00~01:15,0.03370579,蠟筆小新
2024-01-07,日,01:30:00,蠟筆小新#29,20240101-0204,01:30~01:45,0.03306173,蠟筆小新
2024-01-07,日,02:00:00,一生一世#11,20240101-0204,02:00~02:15,0.02590551,一生一世
2024-01-07,日,03:00:00,一生一世#12,20240101-0204,03:00~03:15,0.02175491,一生一世
2024-01-07,日,04:00:00,一生一世#13,20240101-0204,04:00~04:15,0.02125397,一生一世
2024-01-07,日,05:00:00,一生一世#14,20240101-0204,05:00~05:15,0.02662113,一生一世
2024-01-07,日,06:00:00,一生一世#15,20240101-0204,06:00~06:15,0.0384289,一生一世
2024-01-07,日,07:00:00,蠟筆小新#26,20240101-0204,07:00~07:15,0.04028951,蠟筆小新
2024-01-07,日,07:30:00,蠟筆小新#27,20240101-0204,07:30~07:45,0.0510954,蠟筆小新
2024-01-07,日,08:00:00,蠟筆小新#28,20240101-0204,08:00~08:15,0.07442468,蠟筆小新
2024-01-07,日,08:30:00,蠟筆小新#29,20240101-0204,08:30~08:45,0.10083112,蠟筆小新
2024-01-07,日,09:00:00,軍師聯盟#36,20240101-0204,09:00~09:15,0.10927546,軍師聯盟
2024-01-07,日,10:00:00,軍師聯盟#37,20240101-0204,10:00~10:15,0.16852895,軍師聯盟
2024-01-07,日,11:00:00,軍師聯盟#38,20240101-0204,11:00~11:15,0.20710097,軍師聯盟
2024-01-07,日,12:00:00,軍師聯盟#39,20240101-0204,12:00~12:15,0.22220059,軍師聯盟
2024-01-07,日,13:00:00,軍師聯盟#40,20240101-0204,13:00~13:15,0.25619263,軍師聯盟
2024-01-07,日,14:00:00,蠟筆小新#26,20240101-0204,14:00~14:15,0.18491669,蠟筆小新
2024-01-07,日,14:30:00,蠟筆小新#27,20240101-0204,14:30~14:45,0.17861922,蠟筆小新
2024-01-07,日,15:00:00,蠟筆小新#28,20240101-0204,15:00~15:15,0.21397094,蠟筆小新
2024-01-07,日,15:30:00,蠟筆小新#29,20240101-0204,15:30~15:45,0.23007244,蠟筆小新
2024-01-07,日,16:00:00,蠟筆小新大電影-謎案!天下春日部學院的怪奇事件,20240101-0204,16:00~16:15,0.24467112,蠟筆小新
2024-01-07,日,18:00:00,一生一世#11,20240101-0204,18:00~18:15,0.24309675,一生一世
2024-01-07,日,19:00:00,一生一世#12,20240101-0204,19:00~19:15,0.27708879,一生一世
2024-01-07,日,20:00:00,一生一世#13,20240101-0204,20:00~20:15,0.28846718,一生一世
2024-01-07,日,21:00:00,一生一世#14,20240101-0204,21:00~21:15,0.26206073,一生一世
2024-01-07,日,22:00:00,一生一世#15,20240101-0204,22:00~22:15,0.22356028,一生一世
2024-01-07,日,23:00:00,聖鬥士星矢少女翔#3,20240101-0204,23:00~23:15,0.06061317,聖鬥士星矢少女翔
2024-01-07,日,23:30:00,聖鬥士星矢少女翔#4,20240101-0204,23:30~23:45,0.02841019,聖鬥士星矢少女翔
2024-01-08,一,00:00:00,神鵰俠侶#17,20240101-0204,00:00~00:15,0.02563042,神鵰俠侶
2024-01-08,一,01:00:00,神鵰俠侶#18,20240101-0204,01:00~01:15,0.02999761,神鵰俠侶
2024-01-08,一,02:00:00,主廚大聯盟#1,20240101-0204,02:00~02:15,0.02004613,主廚大聯盟
2024-01-08,一,03:00:00,主廚大聯盟#2,20240101-0204,03:00~03:15,0.01431867,主廚大聯盟
2024-01-08,一,04:00:00,一剪芳華#25,20240101-0204,04:00~04:15,0.01403229,一剪芳華
2024-01-08,一,05:00:00,一剪芳華#26,20240101-0204,05:00~05:15,0.0150346,一剪芳華
2024-01-08,一,06:00:00,老虎假面W#29,20240101-0204,06:00~06:15,0.01345955,老虎假面W
2024-01-08,一,06:30:00,老虎假面W#30,20240101-0204,06:30~06:45,0.01761196,老虎假面W
2024-01-08,一,07:00:00,慶餘年#35,20240101-0204,07:00~07:15,0.0290669,慶餘年
2024-01-08,一,08:00:00,慶餘年#36,20240101-0204,08:00~08:15,0.08863255,慶餘年
2024-01-08,一,09:00:00,神鵰俠侶#17,20240101-0204,09:00~09:15,0.0977965,神鵰俠侶
2024-01-08,一,10:00:00,神鵰俠侶#18,20240101-0204,10:00~10:15,0.12607587,神鵰俠侶
2024-01-08,一,11:00:00,慶餘年#37,20240101-0204,11:00~11:15,0.17798104,慶餘年
2024-01-08,一,12:00:00,慶餘年#38,20240101-0204,12:00~12:15,0.2214382,慶餘年
2024-01-08,一,13:00:00,請君#23,20240101-0204,13:00~13:15,0.18156071,請君
2024-01-08,一,14:00:00,請君#24,20240101-0204,14:00~14:15,0.17819582,請君
2024-01-08,一,15:00:00,神鵰俠侶#19,20240101-0204,15:00~15:15,0.18241983,神鵰俠侶
2024-01-08,一,16:00:00,神鵰俠侶#20,20240101-0204,16:00~16:15,0.2225121,神鵰俠侶
2024-01-08,一,17:00:00,老虎假面W#31,20240101-0204,17:00~17:15,0.15113354,老虎假面W
2024-01-08,一,17:30:00,老虎假面W#32,20240101-0204,17:30~17:45,0.12199505,老虎假面W
2024-01-08,一,18:00:00,蠟筆小新##24,20240101-0204,18:00~18:15,0.1762628,蠟筆小新
2024-01-08,一,18:30:00,蠟筆小新##25,20240101-0204,18:30~18:45,0.22644973,蠟筆小新
2024-01-08,一,19:00:00,請君#25,20240101-0204,19:00~19:15,0.20790705,請君
2024-01-08,一,20:00:00,請君#26,20240101-0204,20:00~20:15,0.26052816,請君
2024-01-08,一,21:00:00,醫師好辣#250,20240101-0204,21:00~21:15,0.15084716,醫師好辣
2024-01-08,一,22:00:00,慶餘年#37,20240101-0204,22:00~22:15,0.11784263,慶餘年
2024-01-08,一,23:00:00,慶餘年#38,20240101-0204,23:00~23:15,0.10968099,慶餘年
2024-01-09,二,00:00:00,神鵰俠侶#19,20240101-0204,00:00~00:15,0.05270873,神鵰俠侶
2024-01-09,二,01:00:00,神鵰俠侶#20,20240101-0204,01:00~01:15,0.03903025,神鵰俠侶
2024-01-09,二,02:00:00,主廚大聯盟#3,20240101-0204,02:00~02:15,0.02263038,主廚大聯盟
2024-01-09,二,03:00:00,主廚大聯盟#4,20240101-0204,03:00~03:15,0.01539725,主廚大聯盟
2024-01-09,二,04:00:00,一剪芳華#27,20240101-0204,04:00~04:15,0.0146811,一剪芳華
2024-01-09,二,05:00:00,一剪芳華#28,20240101-0204,05:00~05:15,0.01632825,一剪芳華
2024-01-09,二,06:00:00,老虎假面W#31,20240101-0204,06:00~06:15,0.01554048,老虎假面W
2024-01-09,二,06:30:00,老虎假面W#32,20240101-0204,06:30~06:45,0.01897801,老虎假面W
2024-01-09,二,07:00:00,慶餘年#37,20240101-0204,07:00~07:15,0.03158227,慶餘年
2024-01-09,二,08:00:00,慶餘年#38,20240101-0204,08:00~08:15,0.08250063,慶餘年
2024-01-09,二,09:00:00,神鵰俠侶#19,20240101-0204,09:00~09:15,0.10341225,神鵰俠侶
2024-01-09,二,10:00:00,神鵰俠侶#20,20240101-0204,10:00~10:15,0.14251411,神鵰俠侶
2024-01-09,二,11:00:00,慶餘年#39,20240101-0204,11:00~11:15,0.19142724,慶餘年
2024-01-09,二,12:00:00,慶餘年#40,20240101-0204,12:00~12:15,0.22701996,慶餘年
2024-01-09,二,13:00:00,請君#25,20240101-0204,13:00~13:15,0.17681775,請君
2024-01-09,二,14:00:00,請君#26,20240101-0204,14:00~14:15,0.18025528,請君
2024-01-09,二,15:00:00,神鵰俠侶#21,20240101-0204,15:00~15:15,0.19722806,神鵰俠侶
2024-01-09,二,16:00:00,神鵰俠侶#22,20240101-0204,16:00~16:15,0.22988456,神鵰俠侶
2024-01-09,二,17:00:00,老虎假面W#33,20240101-0204,17:00~17:15,0.15440222,老虎假面W
2024-01-09,二,17:30:00,老虎假面W#34,20240101-0204,17:30~17:45,0.12425225,老虎假面W
2024-01-09,二,18:00:00,蠟筆小新##26,20240101-0204,18:00~18:15,0.16306765,蠟筆小新
2024-01-09,二,18:30:00,蠟筆小新##27,20240101-0204,18:30~18:45,0.20388827,蠟筆小新
2024-01-09,二,19:00:00,請君#27,20240101-0204,19:00~19:15,0.21233886,請君
2024-01-09,二,20:00:00,請君#28,20240101-0204,20:00~20:15,0.26912965,請君
2024-01-09,二,21:00:00,醫師好辣#285,20240101-0204,21:00~21:15,0.14573679,醫師好辣
2024-01-09,二,22:00:00,慶餘年#39,20240101-0204,22:00~22:15,0.11759204,慶餘年
2024-01-09,二,23:00:00,慶餘年#40,20240101-0204,23:00~23:15,0.11308029,慶餘年
2024-01-10,三,00:00:00,神鵰俠侶#21,20240101-0204,00:00~00:15,0.05143233,神鵰俠侶
2024-01-10,三,01:00:00,神鵰俠侶#22,20240101-0204,01:00~01:15,0.03610292,神鵰俠侶
2024-01-10,三,02:00:00,主廚大聯盟#5,20240101-0204,02:00~02:15,0.02084514,主廚大聯盟
2024-01-10,三,03:00:00,主廚大聯盟#6,20240101-0204,03:00~03:15,0.01497125,主廚大聯盟
2024-01-10,三,04:00:00,一剪芳華#29,20240101-0204,04:00~04:15,0.01368186,一剪芳華
2024-01-10,三,05:00:00,一剪芳華#30,20240101-0204,05:00~05:15,0.01454145,一剪芳華
2024-01-10,三,06:00:00,老虎假面W#33,20240101-0204,06:00~06:15,0.01461309,老虎假面W
2024-01-10,三,06:30:00,老虎假面W#34,20240101-0204,06:30~06:45,0.01869615,老虎假面W
2024-01-10,三,07:00:00,慶餘年#39,20240101-0204,07:00~07:15,0.03065883,慶餘年
2024-01-10,三,08:00:00,慶餘年#40,20240101-0204,08:00~08:15,0.0767187,慶餘年
2024-01-10,三,09:00:00,神鵰俠侶#21,20240101-0204,09:00~09:15,0.10393916,神鵰俠侶
2024-01-10,三,10:00:00,神鵰俠侶#22,20240101-0204,10:00~10:15,0.13395329,神鵰俠侶
2024-01-10,三,11:00:00,慶餘年#41,20240101-0204,11:00~11:15,0.18638848,慶餘年
2024-01-10,三,12:00:00,慶餘年#42,20240101-0204,12:00~12:15,0.23044264,慶餘年
2024-01-10,三,13:00:00,請君#27,20240101-0204,13:00~13:15,0.17686132,請君
2024-01-10,三,14:00:00,請君#28,20240101-0204,14:00~14:15,0.17750602,請君
2024-01-10,三,15:00:00,神鵰俠侶#23,20240101-0204,15:00~15:15,0.1925489,神鵰俠侶
2024-01-10,三,16:00:00,神鵰俠侶#24,20240101-0204,16:00~16:15,0.22263467,神鵰俠侶
2024-01-10,三,17:00:00,老虎假面W#35,20240101-0204,17:00~17:15,0.15178985,老虎假面W
2024-01-10,三,17:30:00,老虎假面W#36,20240101-0204,17:30~17:45,0.12492756,老虎假面W
